init,geometry,geo params,constraints,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
kernel pca:rbf,toroid,,"('variance', 'A')",10,0.19101841163487063,0.04524930289042547,0.938977688977689,0.05934602534920032,0.8098671904732642,0.07195372457522628,2.328588395001627,1.394948675531824,11.0,0.2034323220638413,0.4737101443260942,0.3836423036840584
kernel pca:rbf,toroid,,"('variance',)",10,0.17643905249518382,0.04120693838657735,0.9332778332778332,0.03942707927050394,0.828239046569065,0.049869737177571954,1.7201749354044544,0.38466818845877615,11.0,0.1890530838769623,0.3252043763460665,0.26934696260495355
kernel pca:rbf,toroid,,"('variance', 'A', 'R')",10,0.19610666528479595,0.06380475454705678,0.9072610722610722,0.13255204378197483,0.8894924821445113,0.15186318342889354,1.9238664944798185,0.6981700834414042,11.0,0.21615240781361836,0.4158483750937581,0.3698940033579087
kernel pca:rbf,toroid,,"('variance', 'A', 'r')",9,0.22474213483642044,0.05816869627324356,0.9513387846721181,0.05974372686220801,0.8019315052442373,0.04522227644028423,2.570184494083678,1.064836671589198,11.0,0.23623775090161864,0.6071746042845427,0.4869124443599775
kernel pca:rbf,toroid,,"('variance', 'A', 'n')",10,0.22433138522971824,0.05867176143089842,0.8993661893661893,0.1397768727599569,0.8333797917160819,0.15422292509944818,2.7246620073544383,1.7064410325867072,11.0,0.24943275373495127,0.6796199474914176,0.5663815302864922
kernel pca:rbf,toroid,,"('variance', 'A', 'r', 'n')",4,0.15012314552033493,0.011815605907045895,0.9375000000000002,0.03608439182435153,0.7471587464758461,0.013630855678425292,1.6366631935404201,0.46933888082328823,1.0,0.16013135522169056,0.2620810952230875,0.1958161825818989
kernel pca:rbf,toroid,,"('variance', 'A', 'R', 'n')",5,0.16029555270893617,0.020721056140780753,0.9505050505050505,0.03132127622972447,0.8101842720066463,0.03299349183839831,1.6351348006790025,0.264420651882057,11.0,0.16864250497539512,0.2757532287589504,0.22341092889555245
kernel pca:rbf,toroid,,"('variance', 'A', 'r', 'R')",8,0.20756129515683663,0.04340149871047645,0.9234064546564548,0.0604189887873297,0.8238054045308236,0.042969305510938846,3.202654848727181,3.9992824835289498,11.0,0.22477782574528135,0.7198857935094787,0.593045807338069
kernel pca:rbf,fourier_basis,8.0,"('variance', 'A', 'alpha', 'phi', 'f')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,fourier_basis,8.0,"('variance', 'A')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,fourier_basis,8.0,"('variance',)",10,0.1816609213315628,0.030646418176175586,0.934937284937285,0.056353925542207535,0.9014952786860988,0.04933702585202623,1.7524439270191192,1.0872085056077603,11.0,0.19430278828140704,0.34050474132663344,0.3069634166761914
kernel pca:rbf,fourier_basis,8.0,"('variance', 'A', 'alpha')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,fourier_basis,8.0,"('variance', 'A', 'f')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,fourier_basis,8.0,"('variance', 'A', 'phi')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,fourier_basis,8.0,"('variance', 'A', 'f', 'phi')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,fourier_basis,8.0,"('variance', 'A', 'alpha', 'phi')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,fourier_basis,8.0,"('variance', 'A', 'f', 'alpha')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,fourier_basis,9.0,"('variance', 'A', 'alpha', 'phi', 'f')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,fourier_basis,9.0,"('variance', 'A')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,fourier_basis,9.0,"('variance',)",9,0.1994706836680413,0.05247337417289275,0.9268046768046767,0.06207834959097352,0.8854163927340839,0.04162567545731554,2.0157387606034054,0.8100023990779934,11.0,0.21522407974434463,0.4338355197558737,0.3841250809421621
kernel pca:rbf,fourier_basis,9.0,"('variance', 'A', 'alpha')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,fourier_basis,9.0,"('variance', 'A', 'f')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,fourier_basis,9.0,"('variance', 'A', 'phi')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,fourier_basis,9.0,"('variance', 'A', 'f', 'phi')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,fourier_basis,9.0,"('variance', 'A', 'alpha', 'phi')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,fourier_basis,9.0,"('variance', 'A', 'f', 'alpha')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,fourier_basis,10.0,"('variance', 'A', 'alpha', 'phi', 'f')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,fourier_basis,10.0,"('variance', 'A')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,fourier_basis,10.0,"('variance',)",10,0.17988896350423983,0.06296706601932911,0.8753912753912754,0.17930604799187072,0.8813109956414209,0.03831662590696202,1.7028228399408156,0.5979056507289783,11.0,0.2054954950560074,0.34992242248631433,0.30839047855867163
kernel pca:rbf,fourier_basis,10.0,"('variance', 'A', 'alpha')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,fourier_basis,10.0,"('variance', 'A', 'f')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,fourier_basis,10.0,"('variance', 'A', 'phi')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,fourier_basis,10.0,"('variance', 'A', 'f', 'phi')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,fourier_basis,10.0,"('variance', 'A', 'alpha', 'phi')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,fourier_basis,10.0,"('variance', 'A', 'f', 'alpha')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,fourier_basis,11.0,"('variance', 'A', 'alpha', 'phi', 'f')",3,0.17574777200654634,0.03407628659669311,0.9166666666666669,0.0,0.8640380818025948,0.018357121724814813,1.7264103544942568,0.7292736726481919,11.0,0.1917248421889596,0.3309957527687972,0.28599293530715747
kernel pca:rbf,fourier_basis,11.0,"('variance', 'A')",3,0.17574777200654634,0.03407628659669311,0.9166666666666669,0.0,0.8640380818025947,0.018357121724814813,1.7264103544942568,0.7292736726481919,11.0,0.1917248421889596,0.3309957527687972,0.2859929353071574
kernel pca:rbf,fourier_basis,11.0,"('variance',)",10,0.22121735774430187,0.06631488717174777,0.9263514263514263,0.05520145838267288,0.8977912069830813,0.03082115824410046,2.4081959297434716,1.1779959426219173,21.0,0.23880500580173933,0.5750892429741148,0.5163100655727171
kernel pca:rbf,fourier_basis,11.0,"('variance', 'A', 'alpha')",3,0.17574777200654634,0.03407628659669311,0.9166666666666669,0.0,0.8640380818025948,0.018357121724814813,1.7264103544942568,0.7292736726481919,11.0,0.1917248421889596,0.3309957527687972,0.28599293530715747
kernel pca:rbf,fourier_basis,11.0,"('variance', 'A', 'f')",3,0.17574777200654634,0.03407628659669311,0.9166666666666669,0.0,0.8640380818025948,0.018357121724814813,1.7264103544942568,0.7292736726481919,11.0,0.1917248421889596,0.3309957527687972,0.28599293530715747
kernel pca:rbf,fourier_basis,11.0,"('variance', 'A', 'phi')",3,0.17574777200654634,0.03407628659669311,0.9166666666666669,0.0,0.8640380818025947,0.018357121724814813,1.7264103544942568,0.7292736726481919,11.0,0.1917248421889596,0.3309957527687972,0.2859929353071574
kernel pca:rbf,fourier_basis,11.0,"('variance', 'A', 'f', 'phi')",3,0.17574777200654634,0.03407628659669311,0.9166666666666669,0.0,0.8640380818025948,0.018357121724814813,1.7264103544942568,0.7292736726481919,11.0,0.1917248421889596,0.3309957527687972,0.28599293530715747
kernel pca:rbf,fourier_basis,11.0,"('variance', 'A', 'alpha', 'phi')",3,0.17574777200654634,0.03407628659669311,0.9166666666666669,0.0,0.8640380818025948,0.018357121724814813,1.7264103544942568,0.7292736726481919,11.0,0.1917248421889596,0.3309957527687972,0.28599293530715747
kernel pca:rbf,fourier_basis,11.0,"('variance', 'A', 'f', 'alpha')",3,0.17574777200654634,0.03407628659669311,0.9166666666666669,0.0,0.8640380818025948,0.018357121724814813,1.7264103544942568,0.7292736726481919,11.0,0.1917248421889596,0.3309957527687972,0.28599293530715747
